ENTITYA	TYPEA	IDA	DATABASEA	ENTITYB	TYPEB	IDB	DATABASEB	EFFECT	MECHANISM
BMPR1B	protein	O00238	UNIPROT	STAMBP	protein	O95630	UNIPROT	up-regulates activity	phosphorylation
SRC	protein	P12931	UNIPROT	VCL	protein	P18206	UNIPROT	down-regulates activity	phosphorylation
NEFH	protein	P12036	UNIPROT	Neurofilament L/H	complex	SIGNOR-C208	SIGNOR	form complex	binding
HBA1	protein	P69905	UNIPROT	Hemoglobin	complex	SIGNOR-C209	SIGNOR	form complex	binding
NUMB	protein	P49757	UNIPROT	MDM2	protein	Q00987	UNIPROT	down-regulates	binding
RRAGD	protein	Q9NQL2	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	up-regulates	binding
CSNK2A1	protein	P68400	UNIPROT	DDX58	protein	O95786	UNIPROT	down-regulates	phosphorylation
Adenosine 5'-diphosphate	smallmolecule	CID:6022	PUBCHEM	AMPK	complex	SIGNOR-C15	SIGNOR	up-regulates	binding
CSNK2A1	protein	P68400	UNIPROT	DDX58	protein	O95786	UNIPROT	down-regulates	phosphorylation
ACADESINE	chemical	CID:17513	PUBCHEM	AMPK	complex	SIGNOR-C15	SIGNOR	up-regulates	binding
FBXO11	protein	Q86XK2	UNIPROT	DTL	protein	Q9NZJ0	UNIPROT	down-regulates	binding
ULK2	protein	Q8IYT8	UNIPROT	AMPK	complex	SIGNOR-C15	SIGNOR	down-regulates	phosphorylation
UBE2O	protein	Q9C0C9	UNIPROT	SMAD6	protein	O43541	UNIPROT	down-regulates	ubiquitination
AKT2	protein	P31751	UNIPROT	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
SMO	protein	Q99835	UNIPROT	SRC	protein	P12931	UNIPROT	up-regulates	phosphorylation
ATG16L1	protein	Q676U5	UNIPROT	ATG12/5/16L1	complex	SIGNOR-C109	SIGNOR	form complex	binding
Temsirolimus	chemical	CID:6918289	PUBCHEM	MTOR	protein	P42345	UNIPROT	down-regulates	chemical inhibition
CAMKK2	protein	Q96RR4	UNIPROT	AMPK	complex	SIGNOR-C15	SIGNOR	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	CyclinE/CDK2	complex	SIGNOR-C16	SIGNOR	up-regulates	phosphorylation
14-3-3	proteinfamily	SIGNOR-PF7	SIGNOR	WWTR1	protein	Q9GZV5	UNIPROT	down-regulates	binding
CDC25B	protein	P30305	UNIPROT	CyclinB/CDK1	complex	SIGNOR-C17	SIGNOR	up-regulates	dephosphorylation
PRKD1	protein	Q15139	UNIPROT	DLC1	protein	Q96QB1	UNIPROT	down-regulates	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	DDX58	protein	O95786	UNIPROT	down-regulates	phosphorylation
ABL1	protein	P00519	UNIPROT	MDM2	protein	Q00987	UNIPROT	down-regulates	phosphorylation
PRKDC	protein	P78527	UNIPROT	CHEK2	protein	O96017	UNIPROT	up-regulates	phosphorylation
CDH2	protein	P19022	UNIPROT	CDON/SPAG9	complex	SIGNOR-C21	SIGNOR	up-regulates	binding
RPS6KA1	protein	Q15418	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	up-regulates	phosphorylation
BCOR	protein	Q6W2J9	UNIPROT	Noncanonical PRC1	complex	SIGNOR-C151	SIGNOR	form complex	binding
BMP7	protein	P18075	UNIPROT	BMPR1A/1B/2	complex	SIGNOR-C29	SIGNOR	up-regulates	binding
GDF6	protein	Q6KF10	UNIPROT	BMPR1A/1B/2	complex	SIGNOR-C29	SIGNOR	up-regulates	binding
RNF2	protein	Q99496	UNIPROT	Noncanonical PRC1	complex	SIGNOR-C151	SIGNOR	form complex	binding
SKP1	protein	P63208	UNIPROT	Noncanonical PRC1	complex	SIGNOR-C151	SIGNOR	form complex	binding
PCGF1	protein	Q9BSM1	UNIPROT	Noncanonical PRC1	complex	SIGNOR-C151	SIGNOR	form complex	binding
DEPDC5	protein	O75140	UNIPROT	GATOR1	complex	SIGNOR-C192	SIGNOR	form complex	binding
NPRL2	protein	Q8WTW4	UNIPROT	GATOR1	complex	SIGNOR-C192	SIGNOR	form complex	binding
NPRL3	protein	Q12980	UNIPROT	GATOR1	complex	SIGNOR-C192	SIGNOR	form complex	binding
STK11	protein	Q15831	UNIPROT	PTEN	protein	P60484	UNIPROT	unknown	phosphorylation
SRC	protein	P12931	UNIPROT	VIL1	protein	P09327	UNIPROT	up-regulates activity	phosphorylation
MAPK8	protein	P45983	UNIPROT	STAT6	protein	P42226	UNIPROT	down-regulates	phosphorylation
BMP2	protein	P12643	UNIPROT	BMPR1A/1B/2	complex	SIGNOR-C29	SIGNOR	up-regulates	binding
GSK3B	protein	P49841	UNIPROT	HDAC4	protein	P56524	UNIPROT	down-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	HDAC4	protein	P56524	UNIPROT	down-regulates	phosphorylation
PRKAA2	protein	P54646	UNIPROT	CRTC2	protein	Q53ET0	UNIPROT	down-regulates	phosphorylation
RITA1	protein	Q96K30	UNIPROT	RBPJ	protein	Q06330	UNIPROT	down-regulates	binding
ABL1	protein	P00519	UNIPROT	RIN1	protein	Q13671	UNIPROT	up-regulates	phosphorylation
ATG10	protein	Q9H0Y0	UNIPROT	ATG12/5/16L1	complex	SIGNOR-C109	SIGNOR	up-regulates	binding
MAPK1	protein	P28482	UNIPROT	MKNK2	protein	Q9HBH9	UNIPROT	up-regulates	phosphorylation
CSNK1D	protein	P48730	UNIPROT	MDM2	protein	Q00987	UNIPROT	down-regulates activity	phosphorylation
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	BRAF	protein	P15056	UNIPROT	down-regulates	phosphorylation
PRKCA	protein	P17252	UNIPROT	CASR	protein	P41180	UNIPROT	down-regulates	phosphorylation
MAPK14	protein	Q16539	UNIPROT	MKNK2	protein	Q9HBH9	UNIPROT	up-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	MKNK1	protein	Q9BUB5	UNIPROT	up-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	MKNK2	protein	Q9HBH9	UNIPROT	up-regulates	phosphorylation
RUNX2	protein	Q13950	UNIPROT	Osteoblast Differentiation	phenotype	SIGNOR-PH9	SIGNOR	up-regulates	
BMP4	protein	P12644	UNIPROT	BMPR1A/1B/2	complex	SIGNOR-C29	SIGNOR	up-regulates	binding
BMP15	protein	O95972	UNIPROT	BMPR1A/1B/2	complex	SIGNOR-C29	SIGNOR	up-regulates	binding
ICK	protein	Q9UPZ9	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	up-regulates	phosphorylation
14-3-3	proteinfamily	SIGNOR-PF7	SIGNOR	mTORC1	complex	SIGNOR-C3	SIGNOR	down-regulates	binding
DYRK3	protein	O43781	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	down-regulates	phosphorylation
DNA damage	stimulus	SIGNOR-ST1	SIGNOR	PALB2	protein	Q86YC2	UNIPROT	up-regulates activity	
HP	protein	P00738	UNIPROT	hb:hp	complex	SIGNOR-C149	SIGNOR	form complex	binding
Hemoglobin	complex	SIGNOR-C209	SIGNOR	hb:hp	complex	SIGNOR-C149	SIGNOR	form complex	binding
FN1	protein	P02751	UNIPROT	FN1/SDC4	complex	SIGNOR-C210	SIGNOR	up-regulates	binding
SDC4	protein	P31431	UNIPROT	FN1/SDC4	complex	SIGNOR-C210	SIGNOR	up-regulates	binding
FN1/SDC4	complex	SIGNOR-C210	SIGNOR	WNT7A	protein	O00755	UNIPROT	up-regulates	
MAPK1	protein	P28482	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	unknown	phosphorylation
Adenosine triphosphate	smallmolecule	CID:5957	PUBCHEM	PRKAG1	protein	P54619	UNIPROT	down-regulates	binding
CHEK2	protein	O96017	UNIPROT	MDM4	protein	O15151	UNIPROT	down-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	unknown	phosphorylation
MAPK11	protein	Q15759	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	unknown	phosphorylation
DACT1	protein	Q9NYF0	UNIPROT	DVL2	protein	O14641	UNIPROT	down-regulates	binding
IKBKB	protein	O14920	UNIPROT	BAD	protein	Q92934	UNIPROT	down-regulates	phosphorylation
PPP2R1A	protein	P30153	UNIPROT	PPP2CA	protein	P67775	UNIPROT	up-regulates	binding
KAT5	protein	Q92993	UNIPROT	SRSF2	protein	Q01130	UNIPROT	down-regulates	acetylation
AKT3	protein	Q9Y243	UNIPROT	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
AKT2	protein	P31751	UNIPROT	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
AKT2	protein	P31751	UNIPROT	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
"1,9-Pyrazoloanthrone"	chemical	CID:8515	PUBCHEM	AURKA	protein	O14965	UNIPROT	down-regulates	chemical inhibition
Pelitinib	chemical	CID:6445562	PUBCHEM	EGFR	protein	P00533	UNIPROT	down-regulates	chemical inhibition
STK4	protein	Q13043	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	phosphorylation
"1,9-Pyrazoloanthrone"	chemical	CID:8515	PUBCHEM	NTRK1	protein	P04629	UNIPROT	down-regulates	chemical inhibition
NfKb-p65/p50	complex	SIGNOR-C13	SIGNOR	CCND1	protein	P24385	UNIPROT	up-regulates quantity by expression	transcriptional regulation
SLX4	protein	Q8IY92	UNIPROT	ERCC4/ERCC1	complex	SIGNOR-C50	SIGNOR	up-regulates	binding
RELA	protein	Q04206	UNIPROT	CBP/p300	complex	SIGNOR-C6	SIGNOR	up-regulates	binding
HCRT	protein	O43612	UNIPROT	HCRTR1	protein	O43613	UNIPROT	up-regulates	binding
PPP2CA	protein	P67775	UNIPROT	RPS6KB1	protein	P23443	UNIPROT	down-regulates	dephosphorylation
ZSTK474	chemical	CID:11647372	PUBCHEM	PIK3CA	protein	P42336	UNIPROT	down-regulates	chemical inhibition
CDK5	protein	Q00535	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
RUNX2	protein	Q13950	UNIPROT	CREBBP	protein	Q92793	UNIPROT	up-regulates	binding
RPS6KA3	protein	P51812	UNIPROT	NFATC4	protein	Q14934	UNIPROT	up-regulates	phosphorylation
STK4	protein	Q13043	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	phosphorylation
ROCK2	protein	O75116	UNIPROT	SH3GL2	protein	Q99962	UNIPROT	down-regulates	phosphorylation
154447-36-6	chemical	CID:3973	PUBCHEM	PIK3R1	protein	P27986	UNIPROT	down-regulates	chemical inhibition
EP300	protein	Q09472	UNIPROT	RELA	protein	Q04206	UNIPROT	up-regulates	acetylation
SNIP1	protein	Q8TAD8	UNIPROT	CBP/p300	complex	SIGNOR-C6	SIGNOR	down-regulates	binding
IL12A	protein	P29459	UNIPROT	IL12RB1	protein	P42701	UNIPROT	up-regulates	binding
PTPN9	protein	P43378	UNIPROT	INSR	protein	P06213	UNIPROT	down-regulates	dephosphorylation
MAP3K14	protein	Q99558	UNIPROT	NFKB2	protein	Q00653	UNIPROT	up-regulates activity	phosphorylation
IKBKE	protein	Q14164	UNIPROT	REL/RELA	complex	SIGNOR-C68	SIGNOR	up-regulates	phosphorylation
TBK1	protein	Q9UHD2	UNIPROT	REL/RELA	complex	SIGNOR-C68	SIGNOR	up-regulates	phosphorylation
MAPK14	protein	Q16539	UNIPROT	SUZ12/EZH2	complex	SIGNOR-C77	SIGNOR	up-regulates	phosphorylation
VAV1	protein	P15498	UNIPROT	CBL	protein	P22681	UNIPROT	up-regulates	binding
MAPK8	protein	P45983	UNIPROT	RXRA	protein	P19793	UNIPROT	down-regulates	phosphorylation
EGFR	protein	P00533	UNIPROT	JAK1	protein	P23458	UNIPROT	up-regulates activity	
SMAD6	protein	O43541	UNIPROT	SMAD1/4	complex	SIGNOR-C85	SIGNOR	down-regulates	binding
SKIL	protein	P12757	UNIPROT	SMAD1/4	complex	SIGNOR-C85	SIGNOR	down-regulates	binding
PAX7	protein	P23759	UNIPROT	MLL2 complex	complex	SIGNOR-C88	SIGNOR	up-regulates	binding
DNA damage	stimulus	SIGNOR-ST1	SIGNOR	TAOK2	protein	Q9UL54	UNIPROT	up-regulates	
MAPK14	protein	Q16539	UNIPROT	TP53	protein	P04637	UNIPROT	up-regulates quantity by stabilization	phosphorylation
RET	protein	P07949	UNIPROT	PDPK1	protein	O15530	UNIPROT	up-regulates activity	phosphorylation
MAP3K5	protein	Q99683	UNIPROT	MAP2K3	protein	P46734	UNIPROT	up-regulates activity	phosphorylation
FGFR1	protein	P11362	UNIPROT	FRS2	protein	Q8WU20	UNIPROT	up-regulates activity	phosphorylation
RIPK1	protein	Q13546	UNIPROT	FAS	protein	P25445	UNIPROT	up-regulates activity	binding
MAPK1	protein	P28482	UNIPROT	BCL2L11	protein	O43521	UNIPROT	down-regulates quantity by destabilization	phosphorylation
HDAC4	protein	P56524	UNIPROT	RUNX2	protein	Q13950	UNIPROT	down-regulates activity	binding
DNA damage	stimulus	SIGNOR-ST1	SIGNOR	TAOK1	protein	Q7L7X3	UNIPROT	up-regulates	
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
AKT3	protein	Q9Y243	UNIPROT	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
PAX7	protein	P23759	UNIPROT	MLL1 complex	complex	SIGNOR-C89	SIGNOR	up-regulates	binding
MYOG	protein	P15173	UNIPROT	SWI/SNF complex	complex	SIGNOR-C92	SIGNOR	up-regulates	binding
FGFR2	protein	P21802	UNIPROT	FRS2	protein	Q8WU20	UNIPROT	up-regulates activity	phosphorylation
ATG12	protein	O94817	UNIPROT	ATG12/5/16L1	complex	SIGNOR-C109	SIGNOR	form complex	binding
AXIN1	protein	O15169	UNIPROT	SMAD7	protein	O15105	UNIPROT	down-regulates	binding
WDR59	protein	Q6PJI9	UNIPROT	GATOR2	complex	SIGNOR-C193	SIGNOR	form complex	binding
SEH1L	protein	Q96EE3	UNIPROT	GATOR2	complex	SIGNOR-C193	SIGNOR	form complex	binding
SEC13	protein	P55735	UNIPROT	GATOR2	complex	SIGNOR-C193	SIGNOR	form complex	binding
SSU72	protein	Q9NP77	UNIPROT	POLR2A	protein	P24928	UNIPROT	up-regulates activity	dephosphorylation
MAPK3	protein	P27361	UNIPROT	SOS1	protein	Q07889	UNIPROT	down-regulates	phosphorylation
PPP3CA	protein	Q08209	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	form complex	binding
PPP3R1	protein	P63098	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	form complex	binding
CD247	protein	P20963	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
TRBC1	protein	P01850	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
PIK3CA	protein	P42336	UNIPROT	PI3K	complex	SIGNOR-C156	SIGNOR	form complex	binding
FRS2	protein	Q8WU20	UNIPROT	GRB2	protein	P62993	UNIPROT	up-regulates activity	binding
PIK3R1	protein	P27986	UNIPROT	PI3K	complex	SIGNOR-C156	SIGNOR	form complex	binding
MIOS	protein	Q9NXC5	UNIPROT	GATOR2	complex	SIGNOR-C193	SIGNOR	form complex	binding
WDR24	protein	Q96S15	UNIPROT	GATOR2	complex	SIGNOR-C193	SIGNOR	form complex	binding
CD3E	protein	P07766	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
CD3D	protein	P04234	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
CD3G	protein	P09693	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
TRAC	protein	P01848	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
ATR	protein	Q13535	UNIPROT	BRCA1	protein	P38398	UNIPROT	up-regulates activity	phosphorylation
STK4	protein	Q13043	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	phosphorylation
PPP3CA	protein	Q08209	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	form complex	binding
FST	protein	P19883	UNIPROT	INHBA	protein	P08476	UNIPROT	down-regulates activity	binding
AXIN2	protein	Q9Y2T1	UNIPROT	CTNNB1	protein	P35222	UNIPROT	down-regulates	binding
MGCD-265	chemical	CID:24901704	PUBCHEM	KDR	protein	P35968	UNIPROT	down-regulates	chemical inhibition
PPP3R1	protein	P63098	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	form complex	binding
Alisertib	chemical	CID:24771867	PUBCHEM	AURKA	protein	O14965	UNIPROT	down-regulates	chemical inhibition
MLN9708	chemical	CID:49867936	PUBCHEM	PSMB5	protein	P28074	UNIPROT	down-regulates	chemical inhibition
CD247	protein	P20963	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	form complex	binding
EID2	protein	Q8N6I1	UNIPROT	SMAD3/SMAD4	complex	SIGNOR-C9	SIGNOR	down-regulates activity	binding
ROCK1	protein	Q13464	UNIPROT	LIMK2	protein	P53671	UNIPROT	up-regulates	phosphorylation
STK4	protein	Q13043	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	phosphorylation
SYK	protein	P43405	UNIPROT	BTK	protein	Q06187	UNIPROT	up-regulates activity	phosphorylation
EGFR	protein	P00533	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates	phosphorylation
AURKB	protein	Q96GD4	UNIPROT	TP53	protein	P04637	UNIPROT	down-regulates	phosphorylation
EYA3	protein	Q99504	UNIPROT	H2AFX	protein	P16104	UNIPROT	down-regulates	dephosphorylation
PPP3CB	protein	P16298	UNIPROT	TFEB	protein	P19484	UNIPROT	up-regulates activity	dephosphorylation
PPP3CB	protein	P16298	UNIPROT	TFEB	protein	P19484	UNIPROT	up-regulates activity	dephosphorylation
MCOLN1	protein	Q9GZU1	UNIPROT	calcium ion	smallmolecule	CID:271	PUBCHEM	up-regulates quantity	relocalization
mTORC1	complex	SIGNOR-C3	SIGNOR	TFEB	protein	P19484	UNIPROT	down-regulates activity	phosphorylation
MTOR	protein	P42345	UNIPROT	TFEB	protein	P19484	UNIPROT	down-regulates activity	phosphorylation
SLC38A9	protein	Q8NBW4	UNIPROT	mTORC1	complex	SIGNOR-C3	SIGNOR	up-regulates activity	
BAZ1B	protein	Q9UIG0	UNIPROT	MDC1	protein	Q14676	UNIPROT	down-regulates	
ATM	protein	Q13315	UNIPROT	ABL1	protein	P00519	UNIPROT	up-regulates	binding
L-arginine	chemical	CID:6322	PUBCHEM	SLC38A9	protein	Q8NBW4	UNIPROT	up-regulates activity	binding
SLC38A9	protein	Q8NBW4	UNIPROT	L-leucine	chemical	CID:6106	PUBCHEM	up-regulates quantity	relocalization
L-leucine	chemical	CID:6106	PUBCHEM	SESN2	protein	P58004	UNIPROT	down-regulates activity	binding
SRC	protein	P12931	UNIPROT	KRT19	protein	P08727	UNIPROT	unknown	phosphorylation
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	FOXO3	protein	O43524	UNIPROT	down-regulates quantity by destabilization	phosphorylation
PRKCB	protein	P05771	UNIPROT	TFEB	protein	P19484	UNIPROT	up-regulates activity	phosphorylation
PRKCB	protein	P05771	UNIPROT	TFEB	protein	P19484	UNIPROT	up-regulates activity	phosphorylation
DAB2IP	protein	Q5VWQ8	UNIPROT	ZEB1	protein	P37275	UNIPROT	down-regulates quantity by repression	transcriptional repression
HP	protein	P00738	UNIPROT	HBA1	protein	P69905	UNIPROT	down-regulates quantity	binding
GDNF	protein	P39905	UNIPROT	Neural tissue regeneration	phenotype	SIGNOR-PH68	SIGNOR	up-regulates	
GDNF	protein	P39905	UNIPROT	PAFAH1B1	protein	P43034	UNIPROT	down-regulates quantity by repression	transcriptional regulation
GDNF	protein	P39905	UNIPROT	DCX	protein	O43602	UNIPROT	down-regulates quantity by repression	transcriptional regulation
CDK1	protein	P06493	UNIPROT	KMT5A	protein	Q9NQR1	UNIPROT	down-regulates	phosphorylation
PRKCE	protein	Q02156	UNIPROT	CTNND1	protein	O60716	UNIPROT	down-regulates	phosphorylation
DAB2IP	protein	Q5VWQ8	UNIPROT	PIK3R1	protein	P27986	UNIPROT	down-regulates activity	binding
COL4A1	protein	P02462	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
COL4A2	protein	P08572	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
COL4A3	protein	Q01955	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
COL4A4	protein	P53420	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
COL4A5	protein	P29400	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
COL4A6	protein	Q14031	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
HP	protein	P00738	UNIPROT	HBB	protein	P68871	UNIPROT	down-regulates quantity	binding
GDNF	protein	P39905	UNIPROT	DNM2	protein	P50570	UNIPROT	down-regulates quantity by repression	transcriptional regulation
GDNF	protein	P39905	UNIPROT	TUBA1A	protein	Q71U36	UNIPROT	down-regulates quantity by repression	transcriptional regulation
roscovitine	chemical	CID:160355	PUBCHEM	CDK5	protein	Q00535	UNIPROT	down-regulates	chemical inhibition
Vatalanib	chemical	CID:22386467	PUBCHEM	FLT1	protein	P17948	UNIPROT	down-regulates	chemical inhibition
roscovitine	chemical	CID:160355	PUBCHEM	TP53	protein	P04637	UNIPROT	down-regulates	chemical inhibition
Vatalanib	chemical	CID:22386467	PUBCHEM	KDR	protein	P35968	UNIPROT	down-regulates	chemical inhibition
4-(4-fluoronaphthalen-1-yl)-6-isopropylpyrimidin-2-amine	chemical	CID:196968	PUBCHEM	HTR2B	protein	P41595	UNIPROT	down-regulates	chemical inhibition
PPM1A	protein	P35813	UNIPROT	SMAD2	protein	Q15796	UNIPROT	down-regulates	dephosphorylation
Droxinostat	chemical	CID:568416	PUBCHEM	HDAC3	protein	O15379	UNIPROT	down-regulates	chemical inhibition
JAK2	protein	O60674	UNIPROT	PRMT5	protein	O14744	UNIPROT	down-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	DPYSL2	protein	Q16555	UNIPROT	down-regulates activity	phosphorylation
PRKD1	protein	Q15139	UNIPROT	OSBP	protein	P22059	UNIPROT	down-regulates	phosphorylation
CEBPB	protein	P17676	UNIPROT	Adipogenesis	phenotype	SIGNOR-PH26	SIGNOR	up-regulates	transcriptional regulation
TNF	protein	P01375	UNIPROT	LZTR1	protein	Q8N653	UNIPROT	down-regulates quantity	destabilization
BMP2	protein	P12643	UNIPROT	BMPR1A	protein	P36894	UNIPROT	up-regulates	binding
BMP4	protein	P12644	UNIPROT	BMPR1A	protein	P36894	UNIPROT	up-regulates	binding
MSI1	protein	O43347	UNIPROT	NUMB	protein	P49757	UNIPROT	down-regulates	binding
FN1	protein	P02751	UNIPROT	MAPK3	protein	P27361	UNIPROT	up-regulates	
SMAD3/SMAD4	complex	SIGNOR-C9	SIGNOR	PPARG	protein	P37231	UNIPROT	down-regulates activity	
SMAD3/SMAD4	complex	SIGNOR-C9	SIGNOR	CEBPB	protein	P17676	UNIPROT	down-regulates activity	
CEBPA	protein	P49715	UNIPROT	Adipogenesis	phenotype	SIGNOR-PH26	SIGNOR	up-regulates	
GATA3	protein	P23771	UNIPROT	CEBPA	protein	P49715	UNIPROT	down-regulates	binding
SMO	protein	Q99835	UNIPROT	GATA3	protein	P23771	UNIPROT	up-regulates activity	
SIRT1	protein	Q96EB6	UNIPROT	FOXO1	protein	Q12778	UNIPROT	up-regulates	
GDNF	protein	P39905	UNIPROT	NCAM1	protein	P13591	UNIPROT	up-regulates activity	binding
IL6	protein	P05231	UNIPROT	IL6ST	protein	P40189	UNIPROT	up-regulates	binding
SOCS3	protein	O14543	UNIPROT	IL6ST	protein	P40189	UNIPROT	down-regulates	binding
SOCS3	protein	O14543	UNIPROT	JAK2	protein	O60674	UNIPROT	down-regulates	binding
SOCS3	protein	O14543	UNIPROT	STAT3	protein	P40763	UNIPROT	down-regulates	
SYK	protein	P43405	UNIPROT	FCGR2A	protein	P12318	UNIPROT	up-regulates activity	phosphorylation
